,Graph,Degree
727,"[[1.04734435 0.96006306 0.95285084 ... 0.99251171 1.02759155 0.99523923]
 [1.01305254 1.02006861 1.05041462 ... 1.01607499 0.98283449 0.99584206]
 [0.96096324 1.04742312 1.03896477 ... 0.99762139 1.10333867 1.02778307]
 ...
 [1.02115909 1.0430979  0.92345205 ... 1.01126349 0.96071354 1.01296155]
 [0.97842426 1.0257189  0.95600274 ... 0.99639902 0.9698171  0.94286557]
 [0.97912918 1.02835606 1.02283393 ... 1.0325222  1.00640886 0.95072096]]",1
728,"[[1.0112781  1.01873476 1.07802821 ... 0.95756339 1.01357052 0.98593239]
 [1.00510066 0.99563151 1.0117968  ... 1.01579558 0.96436491 0.98355573]
 [1.05728809 0.94352359 1.01740678 ... 0.97925616 0.92363075 0.97157209]
 ...
 [0.98283941 0.98353003 0.96413842 ... 0.96990823 1.00037158 0.967919  ]
 [0.9636384  1.00053995 0.95154286 ... 1.01449871 1.00749514 0.98140074]
 [0.93173165 1.01138508 1.03084887 ... 0.98915005 1.0783052  1.0009667 ]]",2
729,"[[0.96636557 0.96739293 0.98111407 ... 1.07698413 0.9900536  0.99281056]
 [0.98853377 0.99948649 0.95326264 ... 1.06531991 0.9793957  1.03525352]
 [0.99236616 1.03145669 1.00006608 ... 0.96722336 1.03891035 0.93733053]
 ...
 [1.05766761 1.05458899 0.99997053 ... 1.0703223  0.97123321 0.96116378]
 [0.94714319 1.00740913 1.00387972 ... 1.05013519 0.99204672 1.05519198]
 [1.01103686 1.02921495 1.03316953 ... 0.94422436 0.95325125 1.02993364]]",5
730,"[[0.94632651 0.93532357 1.05497098 ... 0.96389972 1.04230692 0.9566874 ]
 [1.06023762 1.01794553 0.9790708  ... 0.98942676 0.99594583 1.0275978 ]
 [0.9572656  1.01315977 1.03152141 ... 0.92131206 0.99288382 0.97729455]
 ...
 [1.02803031 1.04738673 1.08196091 ... 0.99970766 0.95570012 1.00240006]
 [0.99145323 0.9386346  0.9506569  ... 0.96997192 0.98497886 0.98469032]
 [0.95918279 0.98522625 0.89463102 ... 1.00403531 1.00263925 1.00428077]]",0
731,"[[0.98406992 0.98055375 0.9614437  ... 0.99612112 0.9934723  0.97809969]
 [0.96305102 0.97861161 0.99396783 ... 1.01407595 1.00264652 0.9678839 ]
 [1.0518215  1.04333934 1.03840982 ... 0.98473273 1.03823043 0.98001788]
 ...
 [1.04538237 0.99227814 0.99977493 ... 0.93757634 0.99666401 1.03026747]
 [1.0991321  1.013069   0.91981472 ... 0.9698722  0.98056846 0.97093092]
 [1.04133535 0.9747818  1.04477932 ... 1.00408845 0.95365531 1.00027448]]",1
732,"[[1.04327471 1.00824262 0.95218714 ... 0.98450073 1.01122141 1.00956896]
 [1.04619612 1.01026254 0.95504138 ... 0.95999222 1.0246873  0.94806602]
 [0.97279175 1.01584714 0.9578319  ... 0.95602723 1.02049598 0.98722456]
 ...
 [0.98577748 1.03126691 1.00160594 ... 1.01852329 0.98161255 1.01898877]
 [1.0688782  1.02108882 1.03082765 ... 1.06835739 1.02636738 1.0185959 ]
 [1.02418773 0.97591713 0.94470299 ... 1.04277143 1.02324961 1.02938108]]",5
733,"[[0.96401471 1.00842114 1.11447219 ... 1.01127774 0.96899624 1.03763343]
 [1.01326251 0.98064996 0.94655711 ... 1.02117465 1.03826095 0.98999328]
 [0.95640042 1.03951263 1.00935566 ... 1.02763801 0.96436142 0.99068855]
 ...
 [1.054685   1.06132815 0.99258549 ... 0.97716691 0.98750856 1.01743918]
 [0.93341405 0.99231762 1.0161574  ... 1.0144531  1.02781028 0.97323152]
 [0.99599412 0.95871069 0.95285543 ... 1.03460298 0.98027308 1.01839645]]",0
734,"[[0.95914473 1.04201272 1.04750967 ... 0.96555208 1.07636308 1.07722095]
 [0.98679597 0.99565172 0.93343898 ... 0.99512445 1.00049287 0.98436858]
 [1.04833383 1.02690932 1.06086677 ... 0.97541628 0.98006017 0.94569011]
 ...
 [1.05231648 1.00810481 1.02398093 ... 1.0387962  1.01946584 0.97649218]
 [0.99107305 1.05073219 0.94080645 ... 1.03458787 1.0631339  1.10174503]
 [0.96079459 1.00047606 1.01280932 ... 0.94273234 0.98660273 0.98392031]]",2
735,"[[1.02331963 0.95906642 1.01071428 ... 1.02205422 0.95489387 0.9935683 ]
 [0.99095163 0.96510414 1.00652607 ... 1.00824409 1.03877073 1.07682254]
 [1.03553112 0.99411711 0.98718712 ... 1.00388903 1.01162149 1.00396675]
 ...
 [0.93097065 1.00574972 0.9590887  ... 0.99979233 0.96218758 0.98365613]
 [0.95213462 1.00121236 0.98080339 ... 1.05459443 0.96116594 1.01123801]
 [0.99590185 1.02488901 0.98185258 ... 1.01158336 1.04739403 0.96837271]]",2
736,"[[0.98494749 1.01238749 0.96175411 ... 0.95258751 0.96569448 0.99057327]
 [1.01235215 1.01524173 0.98786878 ... 0.96213559 0.93255615 1.01178406]
 [0.99069588 0.92040666 0.96076922 ... 1.00933467 0.99097446 1.02167051]
 ...
 [0.99945532 0.96391225 0.99900059 ... 0.96970724 0.98202771 1.01440986]
 [0.91788513 1.03594719 0.98755734 ... 0.97106831 0.99613149 0.97248395]
 [0.96112902 0.94363757 1.05683648 ... 0.9909576  1.03668815 0.9649178 ]]",5
737,"[[1.05407806 1.02676378 0.99649594 ... 0.97757107 1.0270118  0.99317452]
 [1.01755179 1.04952349 1.09822537 ... 0.9372103  0.97863912 0.90778969]
 [1.00717599 1.00057816 0.98721517 ... 1.00916046 1.00968291 0.94129995]
 ...
 [0.99336896 1.02027917 0.97396855 ... 0.98912724 1.01834393 1.01563572]
 [1.01358381 1.05130294 0.96440292 ... 0.99488803 0.95337486 1.01915978]
 [1.00625913 1.00089016 0.99179855 ... 0.98022771 1.03156128 1.02794899]]",1
738,"[[1.09565524 0.96393374 0.94070554 ... 1.06541198 0.98773579 0.99827415]
 [0.98986355 1.00785768 0.98556531 ... 0.98362225 0.99914095 0.93626202]
 [1.09493306 0.98461609 0.94540789 ... 1.01558049 1.02982695 1.06938988]
 ...
 [1.00535174 0.96736355 1.04474394 ... 1.02184607 0.99564013 0.96839844]
 [1.0730185  0.97975447 1.03029702 ... 1.02484932 1.02621588 0.99970935]
 [1.03826008 0.96372005 0.97070823 ... 0.99864969 1.01878853 0.99812534]]",4
739,"[[0.96478998 1.03271498 1.02472892 ... 1.05758659 1.02254869 1.06125713]
 [0.97702469 0.98320114 1.04328869 ... 1.000601   0.95589036 0.96426268]
 [0.96265327 0.98466514 0.98881724 ... 1.05704267 0.98580111 0.9835642 ]
 ...
 [0.99230773 0.92413469 1.03061675 ... 0.99248446 0.96450737 0.97683109]
 [0.94769949 0.99623561 1.00107574 ... 0.94747518 1.01021223 1.00246075]
 [1.0018781  0.93145019 0.96559955 ... 1.07017298 0.93523383 1.04976494]]",5
740,"[[1.0345387  0.93221336 0.99275831 ... 0.99921316 0.9798622  0.98671949]
 [0.989377   1.01649097 1.02339984 ... 0.96799542 1.0033638  1.02470987]
 [1.01890409 1.05602919 1.00915345 ... 1.04362109 0.94843611 1.00710119]
 ...
 [1.01532823 1.01074258 0.99146845 ... 1.02704361 0.88973072 0.94396175]
 [1.00955062 1.01387421 0.981235   ... 0.98683386 1.0370843  1.04381488]
 [1.05922631 0.9617596  1.03976007 ... 1.02874242 1.0259075  0.99546291]]",4
741,"[[1.07242679 1.04969216 1.06859575 ... 1.03589668 1.01139242 0.97717358]
 [0.96032862 1.03362603 1.0116753  ... 0.94193179 0.98554486 1.01446279]
 [1.01949346 1.03994165 1.01661485 ... 1.03589167 0.97863127 1.03946679]
 ...
 [1.01111584 1.00361628 1.05018297 ... 1.05213746 1.02826478 0.99709322]
 [1.03965251 1.0041499  1.04065836 ... 1.04629697 0.92665717 0.98612827]
 [0.98827798 1.04643493 1.04050274 ... 0.96219747 1.00671192 1.08179459]]",0
742,"[[1.04496311 1.03730725 1.00201914 ... 0.94884411 0.97264318 1.00168498]
 [1.04626879 1.04314543 1.02689055 ... 1.07993154 0.96875129 0.94862903]
 [0.95276772 1.03786594 1.02221472 ... 1.01633498 0.92821839 1.09073194]
 ...
 [1.00557561 0.9684125  1.0808932  ... 0.93308218 1.00396187 1.04368633]
 [1.05258889 1.07716345 1.06636855 ... 0.99996511 0.96572513 1.02950421]
 [1.00166306 0.99786959 0.97912082 ... 0.98361801 1.03503755 0.95606093]]",4
743,"[[1.02529121 1.02112234 0.99204208 ... 1.04501982 1.03386379 0.99511914]
 [0.98075528 1.02509065 0.99152412 ... 0.97604604 1.03522982 0.97212813]
 [0.99519796 1.07432504 0.92675335 ... 0.99605295 1.03975887 1.05191454]
 ...
 [1.00151514 0.99700745 1.0400346  ... 0.97815358 1.02409427 0.98118973]
 [0.91982474 0.98670156 1.00639471 ... 0.95603286 0.95963664 0.96944096]
 [1.05517315 0.95539834 0.97270984 ... 1.02973267 1.01588527 1.00075955]]",2
744,"[[0.97956036 0.97322673 0.99156975 ... 0.94615296 0.95091277 0.97843857]
 [0.95086152 0.9197309  1.02225551 ... 1.06260161 1.06168403 0.97594496]
 [1.04944411 1.04974543 0.94622026 ... 1.09592322 1.0322114  0.93661513]
 ...
 [1.06482682 0.9677174  1.00294171 ... 0.99940371 1.01409041 0.99060576]
 [1.00400424 0.96952565 0.93997479 ... 0.93152995 1.02787155 1.00870556]
 [0.9600811  0.97096559 0.97799894 ... 0.995482   1.05936575 1.03464873]]",1
745,"[[0.95796894 1.00611367 1.06058208 ... 1.0242966  1.00094957 0.98057385]
 [0.94800496 1.01071835 0.97656069 ... 1.00089213 0.98428415 1.01463091]
 [0.98711552 0.98910304 1.02479664 ... 0.95145235 0.95043796 0.95450925]
 ...
 [1.01459465 0.9576639  0.95771772 ... 0.97350832 1.08465497 1.0218324 ]
 [1.01051861 0.9979853  1.00255759 ... 1.04846641 1.01743249 0.96370572]
 [0.97744283 0.91475903 0.9723465  ... 0.92667669 0.94080012 1.00903086]]",0
746,"[[1.04954196 0.97142789 1.06141961 ... 0.98815434 0.98722003 0.96439722]
 [1.00292864 1.08695703 1.00392812 ... 1.0154923  1.08253321 0.99125587]
 [0.98775221 0.98001308 0.996595   ... 0.96988245 0.99344789 0.98194058]
 ...
 [1.04447978 1.02851956 1.00828434 ... 1.01597163 1.03188281 1.01731941]
 [0.98295046 1.01485703 0.99061708 ... 1.02419562 0.91354484 1.00741911]
 [0.92754347 1.04387131 0.9469984  ... 1.00792256 1.03453886 0.97337801]]",0
747,"[[0.97395013 0.94966286 0.97917103 ... 0.90882642 0.9901382  0.99137098]
 [1.00936721 0.99896223 0.96314777 ... 1.02895454 0.96943111 1.06365197]
 [1.0068203  1.00733117 0.94818437 ... 1.04103141 0.94812478 0.99252651]
 ...
 [0.99061842 1.03291745 0.99372471 ... 0.98235801 1.02191244 0.96671563]
 [1.02880144 0.94535572 1.00495094 ... 0.92383595 1.03338965 1.09123416]
 [0.97791803 0.99863454 1.01402914 ... 1.05196124 1.01980455 1.00032809]]",1
748,"[[1.05481529 1.02388601 0.98952605 ... 0.98618142 1.02166034 1.05643996]
 [1.05041103 1.04083558 1.00546905 ... 0.99211271 1.02448862 0.9520598 ]
 [0.94357252 0.94774909 1.03633387 ... 1.00746016 0.9671916  0.99873985]
 ...
 [0.96615038 0.99340981 1.03566221 ... 1.01159209 1.04704968 0.98872233]
 [0.90423453 0.98296043 1.00324183 ... 1.03903034 0.98615176 0.91342063]
 [1.02472774 1.03729367 0.9584742  ... 1.00450149 1.01960529 0.99432923]]",3
749,"[[1.03297145 1.00999525 0.97015551 ... 1.03186602 0.94278956 0.98682197]
 [0.98554109 1.06549373 0.98520133 ... 1.01794224 0.94503137 1.01007907]
 [0.97920926 0.99965357 1.03125152 ... 0.93880697 0.96470564 1.10412238]
 ...
 [0.92672894 0.99106865 0.97792352 ... 0.96439508 0.98935228 1.07102092]
 [0.97079712 1.06439119 1.02010983 ... 1.0413652  1.01672185 1.02709053]
 [1.02914923 0.98120245 1.01863026 ... 0.94886658 0.98694381 0.94709452]]",5
750,"[[1.01136979 0.99923794 1.02117434 ... 1.00480764 1.00453608 0.97289446]
 [0.9164516  0.97308291 0.98277641 ... 1.03539393 1.03241034 1.02460235]
 [1.01635162 0.96247137 1.02891078 ... 1.0008385  1.01259752 1.02521263]
 ...
 [0.96835749 1.06214106 1.03551683 ... 0.95718346 1.02784516 1.00820802]
 [1.03231169 1.00566965 0.99648311 ... 1.03958096 0.99465556 1.02697542]
 [1.04938901 1.02167029 0.96599094 ... 0.98974938 1.07795583 1.05983665]]",2
751,"[[1.00647057 1.00058011 0.97617022 ... 1.03175153 0.98310636 1.02330721]
 [0.95260404 1.04281747 1.04639164 ... 0.93271444 1.05173343 0.9557351 ]
 [0.97191421 1.01766742 0.95435727 ... 1.0647149  1.0062078  1.01756153]
 ...
 [1.06340464 0.97154665 0.9916326  ... 0.94421438 0.91401924 0.93640101]
 [1.04619287 1.01639095 0.93986355 ... 0.97780036 0.93263783 0.99527373]
 [1.02021871 0.9313651  1.06059911 ... 1.03181563 0.98418495 1.04482579]]",5
752,"[[1.00424833 0.99315593 0.99699541 ... 1.06862195 0.99673532 0.95466885]
 [1.06112671 0.99185327 1.0544165  ... 1.03959284 1.02243363 0.93209651]
 [1.00418439 1.02899509 1.05082893 ... 1.02248393 0.99475739 1.05189061]
 ...
 [1.00994318 0.92053463 1.03212787 ... 0.99776007 0.98394178 1.03813131]
 [0.9790507  1.04540976 0.96212888 ... 1.06804545 1.02883306 0.93901421]
 [1.01648712 0.99578419 1.02523142 ... 0.90921678 0.95935299 1.02546312]]",4
753,"[[1.03069062 1.02589077 1.12941812 ... 1.04198801 1.02577493 1.04030181]
 [1.04143205 0.99495142 1.00703953 ... 0.99667324 1.00536424 0.97839145]
 [0.96537242 1.00778828 1.05822473 ... 0.95654067 0.91811879 0.98276108]
 ...
 [0.99401553 0.98802261 1.01220112 ... 0.96007603 1.04845567 1.02818667]
 [1.04125933 1.01286895 1.04644619 ... 1.00380958 0.9801697  1.02798809]
 [1.03631096 1.00854582 1.00814845 ... 0.93871235 0.9235644  1.07829298]]",2
754,"[[1.00809263 1.05378692 1.05279919 ... 1.03705202 0.97023868 0.99269333]
 [1.01345328 0.94727536 0.98890292 ... 1.01299344 0.99751682 0.96320697]
 [1.07347428 1.01507753 1.01908374 ... 0.99058849 0.98017256 0.92281389]
 ...
 [1.07837611 0.94033114 1.02444889 ... 1.02941225 0.98877023 0.92419878]
 [1.00256202 1.04994333 1.00630655 ... 0.94276773 1.03963028 1.03546171]
 [1.01792867 1.0184934  1.05166699 ... 1.03438207 0.97421094 1.0174969 ]]",1
755,"[[0.99493104 1.00562351 0.97197382 ... 0.97550822 1.00296566 1.00896951]
 [0.96278976 1.05719294 1.03954332 ... 0.99085192 1.0297322  1.03404432]
 [1.01304939 1.0141969  1.04860679 ... 1.00109948 1.0122308  1.03870571]
 ...
 [1.04000678 1.09406636 0.98478167 ... 1.01315606 0.96866459 0.9746767 ]
 [0.95878743 0.98896449 0.95573483 ... 0.93965492 1.01217188 0.99705033]
 [1.03028694 1.02372748 0.95498605 ... 1.03123516 1.02667439 0.98860191]]",5
756,"[[1.00104427 0.97646578 0.94798678 ... 0.93310182 1.03176265 0.98698844]
 [1.01124025 1.03562745 0.99594463 ... 1.00007075 0.95167144 1.03638188]
 [0.98176636 0.99161658 0.98501998 ... 1.08549968 1.03878943 0.99411265]
 ...
 [0.93856518 0.98290593 1.01468768 ... 1.00490192 0.99847909 0.98536416]
 [1.03824745 1.01247455 0.93290506 ... 1.02166242 1.0162305  0.97632477]
 [1.06890482 0.94964315 1.02027017 ... 1.000545   1.02493573 1.03427656]]",0
757,"[[0.98203442 0.92933806 0.99217576 ... 0.94688933 0.92285813 0.97258622]
 [1.0565691  1.03355085 1.04948743 ... 0.986087   0.9757314  0.92904048]
 [1.03887183 0.99148045 0.99329555 ... 1.0508882  1.05256873 1.03729815]
 ...
 [1.02994915 0.9934731  0.99239035 ... 1.01396924 1.01888851 0.94143217]
 [1.04808024 1.03450418 0.99325523 ... 1.03308671 0.99402469 0.91903001]
 [1.03323538 1.0556802  1.03049218 ... 1.00538808 0.91122406 1.032866  ]]",2
758,"[[1.06597331 0.98604924 1.0200637  ... 1.03343728 1.05487031 0.93662294]
 [1.04948993 0.91774265 0.9750433  ... 0.97246487 0.94365625 1.04267836]
 [0.97132695 0.97277378 0.97147947 ... 1.04353833 1.04357752 0.97878059]
 ...
 [0.96386271 0.98968658 0.97080631 ... 1.02233201 1.01692678 1.01372074]
 [0.9895986  1.08359919 0.92072511 ... 0.95550165 0.91584997 0.98768106]
 [0.97845614 1.01184986 1.02039064 ... 1.01296    0.99727014 1.04185834]]",5
759,"[[0.95591132 0.9738876  1.06885742 ... 1.06876605 0.96457365 0.94243067]
 [0.97607703 1.00958233 1.06494723 ... 0.99401033 0.99585623 0.98310755]
 [0.98584165 1.04763144 1.05313872 ... 1.00850726 1.00796167 1.08678771]
 ...
 [0.97803514 1.06006236 0.93366163 ... 1.03879006 1.04974839 1.02146131]
 [1.03306965 0.95521449 1.0013611  ... 1.02223062 1.00245433 0.98379473]
 [0.94133904 1.05932237 0.9863929  ... 0.99373286 1.0141979  0.95707332]]",2
760,"[[0.98604366 0.92224134 1.03124181 ... 0.95467554 1.02963305 1.01732788]
 [1.04146537 1.11139222 0.9196004  ... 0.93983329 1.03258055 1.07070311]
 [0.99186543 0.99787559 0.94808386 ... 0.99777002 0.994679   1.02048607]
 ...
 [0.98096326 0.98240443 1.02006007 ... 1.04946833 1.0117688  1.00781222]
 [1.00601543 0.95921972 1.07211492 ... 1.03117469 0.978289   0.99612689]
 [1.00442175 0.9919978  1.03977777 ... 0.8981072  1.01084042 0.99617422]]",3
761,"[[1.04463594 0.89040912 0.96179856 ... 0.95206954 0.97942187 1.03803344]
 [0.95962451 0.96678445 0.989675   ... 0.99174549 0.95289487 1.07126592]
 [0.99728205 1.06238459 1.04989836 ... 1.04661583 0.93314102 1.04145608]
 ...
 [1.03937904 1.00438474 1.00666549 ... 1.05342208 1.02593985 1.00762624]
 [1.02572886 1.03163818 1.011196   ... 1.01642902 1.0377358  1.02665235]
 [0.95305594 0.99996543 0.92905281 ... 1.00677849 1.06351483 0.99445481]]",0
762,"[[1.05718244 1.00541607 0.95506131 ... 1.00008972 1.04999181 0.95767804]
 [0.98740668 1.00980899 1.03566282 ... 0.9963417  1.01947151 1.0466406 ]
 [0.97930756 1.01290104 0.96340762 ... 1.00436151 0.98982361 0.98890495]
 ...
 [1.0146314  0.98112134 0.95834191 ... 1.0310565  1.0212959  0.98964734]
 [0.96723754 0.9773438  0.99317513 ... 1.01501426 0.96050654 0.96497073]
 [1.0091905  0.96772756 1.00556003 ... 0.95636657 0.97951348 1.01684003]]",5
763,"[[0.98664904 0.96921181 1.03723042 ... 1.00617533 1.00332353 0.96138847]
 [1.00418649 1.09570273 1.04282404 ... 1.01058898 0.97672461 1.02940642]
 [0.92410093 1.00908537 0.97509242 ... 0.96782949 1.02022645 1.01714322]
 ...
 [0.99452141 0.93580329 1.05237887 ... 0.97917814 1.01155004 1.0178388 ]
 [0.98140418 1.00522304 0.98354419 ... 0.95185857 1.01618565 0.93462807]
 [0.96932095 1.01069246 1.00464202 ... 0.99244786 1.0200829  1.06856778]]",5
764,"[[0.99890858 0.99499239 1.00259484 ... 0.9886482  0.97523806 0.99744464]
 [1.03022679 1.04391835 0.99931946 ... 1.0624263  0.95675226 0.98751095]
 [0.96490568 1.01788364 0.98809705 ... 0.95906169 1.06152414 0.98109711]
 ...
 [0.98722953 0.99378989 0.97071037 ... 0.9622696  1.00635581 1.04600187]
 [0.95480946 0.99663415 1.04669599 ... 0.90143352 0.96810046 1.02006327]
 [0.93564717 0.92136607 1.04281104 ... 0.97738948 0.99285057 0.95665415]]",5
765,"[[0.92350695 1.03857719 1.01921949 ... 1.02426233 1.01537386 1.02088003]
 [1.05341419 0.99844629 1.01882411 ... 0.94919272 0.9869499  0.99052412]
 [0.96314694 0.97892181 1.05978519 ... 1.00499024 1.03284937 1.05207421]
 ...
 [0.94425965 0.98593916 0.93199492 ... 0.98425753 0.92457529 1.01554534]
 [1.01412279 0.96627821 1.0479181  ... 1.0063282  0.94745614 0.97780939]
 [1.04890499 1.01231537 1.00649943 ... 1.01814957 0.99889031 0.98557507]]",3
766,"[[0.98359658 1.02016605 0.9452202  ... 0.98908328 0.94725486 1.06040893]
 [0.96517272 0.93555949 1.03356871 ... 1.00241448 1.00830534 1.05757326]
 [1.00245518 0.98613715 0.95705459 ... 0.95957358 1.01054449 1.05346612]
 ...
 [0.98603232 1.02197539 1.04294295 ... 0.99610782 1.02461986 1.00595655]
 [1.04456159 1.06357759 0.98825919 ... 1.0170258  0.97749494 1.07855664]
 [1.02537442 0.9801135  0.96411099 ... 1.11510922 1.03279801 1.01853399]]",4
767,"[[0.97062032 0.9803037  1.02632879 ... 0.96118952 1.04982035 0.9360922 ]
 [0.92878356 0.96101332 1.04936723 ... 0.97742858 0.99216496 1.00927064]
 [0.99268071 0.95470524 0.96706414 ... 0.94716057 1.00930993 1.01066018]
 ...
 [0.99712909 1.02940673 1.09401609 ... 1.00094288 0.96543675 0.97622307]
 [0.99535241 0.96900878 1.00547724 ... 0.97047056 1.01852617 1.10074958]
 [0.94285902 0.96954242 1.01968079 ... 0.99235713 1.01186859 1.00379754]]",2
768,"[[1.01950287 1.02002708 1.06778554 ... 0.98911291 0.99868828 1.03892839]
 [0.97025575 1.07377423 0.95739776 ... 1.02969791 1.04353512 1.00512144]
 [1.01719553 0.99305727 0.9470915  ... 1.04812768 0.96614493 0.96886156]
 ...
 [0.95703801 0.96569198 0.99291485 ... 0.99108747 1.0383888  1.10532517]
 [0.94972698 1.04629493 0.93831467 ... 0.97922802 1.01067868 1.00953884]
 [1.02425534 0.96043996 1.07289819 ... 0.97559021 0.96466903 0.93476967]]",1
769,"[[0.9877423  0.93733389 1.0313352  ... 1.03039665 0.94321952 1.01840582]
 [1.04145447 0.93038794 0.94436833 ... 0.93172434 1.00424445 0.97548343]
 [1.00775255 0.98514195 1.0650127  ... 1.03314327 1.06058835 1.01069045]
 ...
 [0.9396408  0.99701503 1.03123458 ... 0.97640382 1.02927392 1.06174224]
 [1.04181156 0.89664657 0.97693519 ... 0.98501687 1.04944777 1.01684618]
 [1.05275465 0.97740678 1.01837232 ... 0.97330417 0.97805152 1.01523262]]",4
770,"[[0.99861096 0.9781117  0.97579356 ... 1.11004357 1.01339503 1.03178171]
 [1.07706688 1.01199741 1.04702105 ... 0.92509393 0.9909481  1.00442771]
 [0.92612935 0.98819306 0.95799483 ... 1.01471155 1.01500139 1.01224998]
 ...
 [0.97765099 0.97314126 1.04723334 ... 1.04328222 1.04629919 0.9441305 ]
 [0.97859574 0.97992227 0.99207469 ... 0.94863355 0.99524838 1.01578684]
 [0.94204881 0.98662962 0.96444106 ... 0.98155334 1.00702306 1.00721523]]",5
771,"[[1.03648378 0.97275633 0.87090619 ... 0.97174571 0.97761589 0.96065964]
 [1.01016219 0.96595109 0.99685274 ... 1.02064524 0.98442594 1.06728153]
 [0.99421515 1.02027914 1.03068533 ... 1.00591744 0.93564443 0.94366359]
 ...
 [0.9412448  1.019419   0.93967148 ... 0.99911326 1.00853128 0.98647296]
 [1.01312329 1.00799674 1.01446433 ... 1.01962528 0.99498028 1.01186838]
 [1.02513805 0.99670951 1.05125211 ... 0.93373297 0.98521102 0.92517161]]",2
772,"[[0.9852248  0.92212485 0.97777379 ... 1.04020612 0.96577784 1.00811524]
 [1.0097585  1.03516701 1.01847616 ... 1.02422732 0.96373281 0.9549231 ]
 [1.03840205 0.95494358 0.99180654 ... 0.95262256 0.9623177  0.96719922]
 ...
 [0.97389148 0.94572645 1.02339722 ... 0.97909353 0.97997255 1.05097399]
 [0.98760201 0.96039775 1.00246995 ... 0.97377829 0.99365126 0.95795313]
 [1.05202045 0.97536279 1.07111451 ... 1.00420681 1.12952577 0.97827539]]",2
773,"[[0.97478742 1.02651221 0.99036272 ... 0.9710948  1.05216398 1.02249185]
 [0.96186898 0.97919421 1.03726731 ... 1.06307608 0.95113212 1.05053341]
 [1.03403984 0.95703363 0.97417882 ... 0.95894575 1.04011758 0.92937947]
 ...
 [1.01219232 0.98185957 0.95901395 ... 1.00847005 0.96968203 1.0566619 ]
 [1.0854762  1.04426559 1.03687761 ... 1.08539486 1.06277138 1.02238078]
 [1.03338927 0.93994948 0.9656891  ... 0.93089007 0.98924198 0.91758136]]",0
774,"[[0.99560759 0.99491904 0.93528727 ... 0.99404398 1.00154082 0.97891116]
 [1.0589567  0.98391857 1.03096997 ... 1.03204605 0.94086786 0.99270279]
 [0.97560146 0.95648619 1.00389452 ... 1.02198869 1.08699463 0.90943456]
 ...
 [0.961434   1.01136808 0.99552678 ... 1.02816684 0.97202972 0.95742334]
 [0.94310164 0.94798752 0.99210574 ... 1.00120094 0.97198714 0.94552893]
 [1.03170462 1.00434946 1.03418704 ... 0.9673362  1.02599379 1.04330569]]",2
775,"[[0.92166952 1.05668667 1.01848398 ... 1.01482165 0.99317739 0.96858229]
 [1.0383453  1.01060685 0.9434056  ... 0.95359716 0.98809181 1.02229968]
 [1.02812081 1.0288901  1.06455442 ... 1.00877013 1.07860998 0.97875767]
 ...
 [1.08620339 0.94535619 1.053061   ... 0.96599708 0.99993727 1.04708362]
 [1.05458236 0.91451981 1.03338464 ... 0.97418667 0.97734163 0.97041608]
 [1.03098583 0.9187685  0.94195615 ... 1.02460409 0.94147855 1.11182243]]",1
776,"[[0.98317555 0.98339753 0.98238694 ... 1.02607151 1.03708494 1.02485998]
 [0.94015571 1.05746034 1.0376336  ... 0.96091839 1.03513299 1.03826849]
 [0.94630096 0.96315148 0.93752946 ... 0.9857494  0.91819472 1.06363202]
 ...
 [0.91133599 1.00358526 0.99526032 ... 0.98143735 1.02054238 0.99011068]
 [0.97608159 0.94580533 1.01537078 ... 1.01298401 0.98908937 1.01302079]
 [1.05033819 0.90429986 1.05901433 ... 0.91786038 0.98730666 1.0510522 ]]",0
777,"[[1.04227453 0.99752438 1.0068973  ... 1.00646004 1.00498004 0.95834663]
 [0.95685192 0.94351516 1.01096372 ... 1.02913097 1.02345699 0.97935037]
 [0.99930282 1.03141479 0.96818714 ... 1.00583825 0.98557216 0.98199119]
 ...
 [0.97631689 1.02338185 0.95199161 ... 0.99305231 1.00904657 1.07308946]
 [1.04884942 0.99439958 1.0054759  ... 1.04139335 1.06854386 0.9473528 ]
 [0.99679978 0.92135169 0.9683098  ... 1.04883317 0.9745029  0.96787004]]",1
778,"[[1.00770997 0.97877758 0.93562504 ... 0.98856027 0.96941942 0.93832482]
 [1.00917164 0.97675617 0.93967741 ... 1.01166483 1.05784299 0.97445206]
 [0.93637211 1.02112881 0.97024611 ... 0.98031975 0.99205402 1.03175074]
 ...
 [1.06211169 1.04395034 1.02659346 ... 1.02522087 0.98823786 1.02451025]
 [0.93796308 1.03854871 1.04090799 ... 1.05320205 0.97892297 0.95706151]
 [1.01755935 1.04123051 0.89074101 ... 1.0587568  1.02230818 1.01567   ]]",4
779,"[[1.02707131 0.95138323 0.9894005  ... 0.92638002 1.02599598 0.97550413]
 [0.96421714 0.99876247 0.9742441  ... 1.03865353 0.90381067 1.06388394]
 [1.02593664 1.04239913 1.0049331  ... 1.00441445 0.96729172 1.00113512]
 ...
 [1.12160592 0.9970355  0.95172882 ... 1.05411258 0.99746602 0.97794888]
 [1.0010147  1.00353009 0.96078188 ... 0.99225119 0.97652274 1.00671583]
 [0.96300006 1.01532739 1.00924692 ... 0.97876743 0.98835712 1.02115775]]",5
